04/22 01:33:08 AM: Printing arguments : Namespace(seed=1234, batch_size=64, num_workers=4, lr=0.1, lr_divisor=5, num_epochs=25, encoder='unilstm', checkpoint=None)
04/22 01:33:08 AM: Setting seed...
04/22 01:33:08 AM: Building/Loading the SNLI dataset...
04/22 01:33:08 AM: Vocab already exists. Loading from disk...
04/22 01:33:17 AM: Total number of parameters: 33538355
04/22 01:33:17 AM: Training the model...
Adjusting learning rate of group 0 to 1.0000e-01.
  0%|          | 0/25 [00:00<?, ?it/s]04/22 01:33:17 AM: Epoch: 1/25
04/22 01:37:21 AM: Batch: 101/154, Loss: 0.6424, Acc: 73.4375
04/22 01:37:21 AM: Batch: 111/154, Loss: 0.4659, Acc: 82.8125
04/22 01:37:21 AM: Batch: 121/154, Loss: 0.6342, Acc: 73.4375
04/22 01:37:21 AM: Batch: 131/154, Loss: 0.5406, Acc: 81.2500
04/22 01:37:21 AM: Batch: 141/154, Loss: 0.5742, Acc: 76.5625
04/22 01:37:21 AM: Batch: 151/154, Loss: 0.7379, Acc: 70.3125
04/22 01:37:21 AM: Epoch: 2/25, Val Loss: 0.5959, Val Acc: 75.7163
04/22 01:37:21 AM: Best model found with val acc.: 75.7163
  8%|▊         | 2/25 [04:04<46:49, 122.13s/it]04/22 01:37:22 AM: Epoch: 3/25
Adjusting learning rate of group 0 to 9.8010e-02.
04/22 01:37:29 AM: Epoch: 3/25, Batch: 501/8584, Train Loss: 0.5762
04/22 01:37:36 AM: Epoch: 3/25, Batch: 1001/8584, Train Loss: 0.5236
04/22 01:37:43 AM: Epoch: 3/25, Batch: 1501/8584, Train Loss: 0.4399
04/22 01:37:50 AM: Epoch: 3/25, Batch: 2001/8584, Train Loss: 0.5860
04/22 01:37:57 AM: Epoch: 3/25, Batch: 2501/8584, Train Loss: 0.4401
04/22 01:38:04 AM: Epoch: 3/25, Batch: 3001/8584, Train Loss: 0.4849
04/22 01:38:11 AM: Epoch: 3/25, Batch: 3501/8584, Train Loss: 0.7915
04/22 01:38:18 AM: Epoch: 3/25, Batch: 4001/8584, Train Loss: 0.6561
04/22 01:38:25 AM: Epoch: 3/25, Batch: 4501/8584, Train Loss: 0.6658
04/22 01:38:32 AM: Epoch: 3/25, Batch: 5001/8584, Train Loss: 0.5009
04/22 01:38:39 AM: Epoch: 3/25, Batch: 5501/8584, Train Loss: 0.4473
04/22 01:38:46 AM: Epoch: 3/25, Batch: 6001/8584, Train Loss: 0.4527
04/22 01:38:53 AM: Epoch: 3/25, Batch: 6501/8584, Train Loss: 0.6757
04/22 01:39:00 AM: Epoch: 3/25, Batch: 7001/8584, Train Loss: 0.6119
04/22 01:39:07 AM: Epoch: 3/25, Batch: 7501/8584, Train Loss: 0.5162
04/22 01:39:14 AM: Epoch: 3/25, Batch: 8001/8584, Train Loss: 0.5307
04/22 01:39:21 AM: Epoch: 3/25, Batch: 8501/8584, Train Loss: 0.6051
04/22 01:39:22 AM: Epoch: 3/25, Train Loss: 0.5725
04/22 01:39:22 AM: Batch: 1/154, Loss: 0.4814, Acc: 82.8125
04/22 01:39:22 AM: Batch: 11/154, Loss: 0.5388, Acc: 73.4375
04/22 01:39:22 AM: Batch: 21/154, Loss: 0.7099, Acc: 68.7500
04/22 01:39:22 AM: Batch: 31/154, Loss: 0.4647, Acc: 76.5625
04/22 01:39:22 AM: Batch: 41/154, Loss: 0.5046, Acc: 78.1250
04/22 01:39:22 AM: Batch: 51/154, Loss: 0.5276, Acc: 73.4375
04/22 01:39:22 AM: Batch: 61/154, Loss: 0.5820, Acc: 76.5625
04/22 01:39:23 AM: Batch: 71/154, Loss: 0.7293, Acc: 67.1875
04/22 01:39:23 AM: Batch: 81/154, Loss: 0.5676, Acc: 79.6875
04/22 01:39:23 AM: Batch: 91/154, Loss: 0.6781, Acc: 71.8750
04/22 01:39:23 AM: Batch: 101/154, Loss: 0.6026, Acc: 81.2500
04/22 01:39:23 AM: Batch: 111/154, Loss: 0.3896, Acc: 84.3750
04/22 01:39:23 AM: Batch: 121/154, Loss: 0.5510, Acc: 76.5625
04/22 01:39:23 AM: Batch: 131/154, Loss: 0.4668, Acc: 81.2500
04/22 01:39:23 AM: Batch: 141/154, Loss: 0.4952, Acc: 79.6875
04/22 01:39:23 AM: Batch: 151/154, Loss: 0.7191, Acc: 73.4375
04/22 01:39:23 AM: Epoch: 3/25, Val Loss: 0.5561, Val Acc: 77.3318
04/22 01:39:23 AM: Best model found with val acc.: 77.3318
 12%|█▏        | 3/25 [06:06<44:43, 121.96s/it]04/22 01:39:23 AM: Epoch: 4/25
Adjusting learning rate of group 0 to 9.7030e-02.
04/22 01:39:31 AM: Epoch: 4/25, Batch: 501/8584, Train Loss: 0.5164
04/22 01:39:37 AM: Epoch: 4/25, Batch: 1001/8584, Train Loss: 0.4605
04/22 01:39:44 AM: Epoch: 4/25, Batch: 1501/8584, Train Loss: 0.3774
04/22 01:39:51 AM: Epoch: 4/25, Batch: 2001/8584, Train Loss: 0.4890
04/22 01:39:58 AM: Epoch: 4/25, Batch: 2501/8584, Train Loss: 0.3989
04/22 01:40:05 AM: Epoch: 4/25, Batch: 3001/8584, Train Loss: 0.4073
04/22 01:40:12 AM: Epoch: 4/25, Batch: 3501/8584, Train Loss: 0.7178
04/22 01:40:19 AM: Epoch: 4/25, Batch: 4001/8584, Train Loss: 0.6121
04/22 01:40:26 AM: Epoch: 4/25, Batch: 4501/8584, Train Loss: 0.6520
04/22 01:40:33 AM: Epoch: 4/25, Batch: 5001/8584, Train Loss: 0.4296
04/22 01:40:40 AM: Epoch: 4/25, Batch: 5501/8584, Train Loss: 0.3767
04/22 01:40:47 AM: Epoch: 4/25, Batch: 6001/8584, Train Loss: 0.4439
04/22 01:40:54 AM: Epoch: 4/25, Batch: 6501/8584, Train Loss: 0.6128
04/22 01:41:01 AM: Epoch: 4/25, Batch: 7001/8584, Train Loss: 0.5185
04/22 01:41:08 AM: Epoch: 4/25, Batch: 7501/8584, Train Loss: 0.4870
04/22 01:41:15 AM: Epoch: 4/25, Batch: 8001/8584, Train Loss: 0.5483
04/22 01:41:23 AM: Epoch: 4/25, Batch: 8501/8584, Train Loss: 0.5562
04/22 01:41:24 AM: Epoch: 4/25, Train Loss: 0.5296
04/22 01:41:24 AM: Batch: 1/154, Loss: 0.4468, Acc: 81.2500
04/22 01:41:24 AM: Batch: 11/154, Loss: 0.5396, Acc: 75.0000
04/22 01:41:24 AM: Batch: 21/154, Loss: 0.6927, Acc: 71.8750
04/22 01:41:24 AM: Batch: 31/154, Loss: 0.4414, Acc: 76.5625
04/22 01:41:24 AM: Batch: 41/154, Loss: 0.4978, Acc: 76.5625
04/22 01:41:24 AM: Batch: 51/154, Loss: 0.4692, Acc: 79.6875
04/22 01:41:24 AM: Batch: 61/154, Loss: 0.5790, Acc: 76.5625
04/22 01:41:24 AM: Batch: 71/154, Loss: 0.7267, Acc: 70.3125
04/22 01:41:24 AM: Batch: 81/154, Loss: 0.5703, Acc: 79.6875
04/22 01:41:25 AM: Batch: 91/154, Loss: 0.6401, Acc: 73.4375
04/22 01:41:25 AM: Batch: 101/154, Loss: 0.5440, Acc: 78.1250
04/22 01:41:25 AM: Batch: 111/154, Loss: 0.3547, Acc: 85.9375
04/22 01:41:25 AM: Batch: 121/154, Loss: 0.5043, Acc: 78.1250
04/22 01:41:25 AM: Batch: 131/154, Loss: 0.4569, Acc: 82.8125
04/22 01:41:25 AM: Batch: 141/154, Loss: 0.4593, Acc: 78.1250
04/22 01:41:25 AM: Batch: 151/154, Loss: 0.7305, Acc: 70.3125
04/22 01:41:25 AM: Epoch: 4/25, Val Loss: 0.5339, Val Acc: 78.3377
04/22 01:41:25 AM: Best model found with val acc.: 78.3377
 16%|█▌        | 4/25 [08:07<42:40, 121.91s/it]04/22 01:41:25 AM: Epoch: 5/25
Adjusting learning rate of group 0 to 9.6060e-02.
04/22 01:41:32 AM: Epoch: 5/25, Batch: 501/8584, Train Loss: 0.4539
04/22 01:41:39 AM: Epoch: 5/25, Batch: 1001/8584, Train Loss: 0.4172
04/22 01:41:46 AM: Epoch: 5/25, Batch: 1501/8584, Train Loss: 0.3593
04/22 01:41:53 AM: Epoch: 5/25, Batch: 2001/8584, Train Loss: 0.4431
04/22 01:42:00 AM: Epoch: 5/25, Batch: 2501/8584, Train Loss: 0.3564
04/22 01:42:07 AM: Epoch: 5/25, Batch: 3001/8584, Train Loss: 0.3936
04/22 01:42:14 AM: Epoch: 5/25, Batch: 3501/8584, Train Loss: 0.6432
04/22 01:42:21 AM: Epoch: 5/25, Batch: 4001/8584, Train Loss: 0.5719
04/22 01:42:28 AM: Epoch: 5/25, Batch: 4501/8584, Train Loss: 0.6162
04/22 01:42:35 AM: Epoch: 5/25, Batch: 5001/8584, Train Loss: 0.3931
04/22 01:42:42 AM: Epoch: 5/25, Batch: 5501/8584, Train Loss: 0.3272
04/22 01:42:49 AM: Epoch: 5/25, Batch: 6001/8584, Train Loss: 0.4249
04/22 01:42:56 AM: Epoch: 5/25, Batch: 6501/8584, Train Loss: 0.5495
04/22 01:43:03 AM: Epoch: 5/25, Batch: 7001/8584, Train Loss: 0.4712
04/22 01:43:10 AM: Epoch: 5/25, Batch: 7501/8584, Train Loss: 0.4549
04/22 01:43:17 AM: Epoch: 5/25, Batch: 8001/8584, Train Loss: 0.5241
04/22 01:43:24 AM: Epoch: 5/25, Batch: 8501/8584, Train Loss: 0.4933
04/22 01:43:25 AM: Epoch: 5/25, Train Loss: 0.4944
04/22 01:43:26 AM: Batch: 1/154, Loss: 0.4638, Acc: 81.2500
04/22 01:43:26 AM: Batch: 11/154, Loss: 0.5371, Acc: 76.5625
04/22 01:43:26 AM: Batch: 21/154, Loss: 0.6522, Acc: 73.4375
04/22 01:43:26 AM: Batch: 31/154, Loss: 0.4251, Acc: 78.1250
04/22 01:43:26 AM: Batch: 41/154, Loss: 0.5052, Acc: 79.6875
04/22 01:43:26 AM: Batch: 51/154, Loss: 0.4442, Acc: 78.1250
04/22 01:43:26 AM: Batch: 61/154, Loss: 0.5803, Acc: 76.5625
04/22 01:43:26 AM: Batch: 71/154, Loss: 0.7499, Acc: 68.7500
04/22 01:43:26 AM: Batch: 81/154, Loss: 0.5422, Acc: 78.1250
04/22 01:43:26 AM: Batch: 91/154, Loss: 0.6213, Acc: 76.5625
04/22 01:43:26 AM: Batch: 101/154, Loss: 0.5367, Acc: 78.1250
04/22 01:43:26 AM: Batch: 111/154, Loss: 0.3368, Acc: 84.3750
04/22 01:43:26 AM: Batch: 121/154, Loss: 0.4914, Acc: 82.8125
04/22 01:43:27 AM: Batch: 131/154, Loss: 0.4321, Acc: 87.5000
04/22 01:43:27 AM: Batch: 141/154, Loss: 0.4593, Acc: 78.1250
04/22 01:43:27 AM: Batch: 151/154, Loss: 0.7461, Acc: 73.4375
04/22 01:43:27 AM: Epoch: 5/25, Val Loss: 0.5240, Val Acc: 79.2928
04/22 01:43:27 AM: Best model found with val acc.: 79.2928
 20%|██        | 5/25 [10:09<40:36, 121.84s/it]04/22 01:43:27 AM: Epoch: 6/25
Adjusting learning rate of group 0 to 9.5099e-02.
04/22 01:43:34 AM: Epoch: 6/25, Batch: 501/8584, Train Loss: 0.3849
04/22 01:43:41 AM: Epoch: 6/25, Batch: 1001/8584, Train Loss: 0.3865
04/22 01:43:48 AM: Epoch: 6/25, Batch: 1501/8584, Train Loss: 0.3554
04/22 01:43:55 AM: Epoch: 6/25, Batch: 2001/8584, Train Loss: 0.4320
04/22 01:44:02 AM: Epoch: 6/25, Batch: 2501/8584, Train Loss: 0.3241
04/22 01:44:09 AM: Epoch: 6/25, Batch: 3001/8584, Train Loss: 0.3676
04/22 01:44:16 AM: Epoch: 6/25, Batch: 3501/8584, Train Loss: 0.6064
04/22 01:44:23 AM: Epoch: 6/25, Batch: 4001/8584, Train Loss: 0.5382
04/22 01:44:30 AM: Epoch: 6/25, Batch: 4501/8584, Train Loss: 0.5896
04/22 01:44:37 AM: Epoch: 6/25, Batch: 5001/8584, Train Loss: 0.3699
04/22 01:44:44 AM: Epoch: 6/25, Batch: 5501/8584, Train Loss: 0.2965
04/22 01:44:51 AM: Epoch: 6/25, Batch: 6001/8584, Train Loss: 0.3851
04/22 01:44:58 AM: Epoch: 6/25, Batch: 6501/8584, Train Loss: 0.4858
04/22 01:45:05 AM: Epoch: 6/25, Batch: 7001/8584, Train Loss: 0.4297
04/22 01:45:12 AM: Epoch: 6/25, Batch: 7501/8584, Train Loss: 0.4331
04/22 01:45:19 AM: Epoch: 6/25, Batch: 8001/8584, Train Loss: 0.5190
04/22 01:45:26 AM: Epoch: 6/25, Batch: 8501/8584, Train Loss: 0.4274
04/22 01:45:27 AM: Epoch: 6/25, Train Loss: 0.4629
04/22 01:45:28 AM: Batch: 1/154, Loss: 0.4878, Acc: 81.2500
04/22 01:45:28 AM: Batch: 11/154, Loss: 0.5272, Acc: 76.5625
04/22 01:45:28 AM: Batch: 21/154, Loss: 0.6481, Acc: 75.0000
04/22 01:45:28 AM: Batch: 31/154, Loss: 0.4234, Acc: 78.1250
04/22 01:45:28 AM: Batch: 41/154, Loss: 0.5000, Acc: 81.2500
04/22 01:45:28 AM: Batch: 51/154, Loss: 0.4535, Acc: 78.1250
04/22 01:45:28 AM: Batch: 61/154, Loss: 0.5679, Acc: 79.6875
04/22 01:45:28 AM: Batch: 71/154, Loss: 0.7490, Acc: 68.7500
04/22 01:45:28 AM: Batch: 81/154, Loss: 0.5406, Acc: 75.0000
04/22 01:45:28 AM: Batch: 91/154, Loss: 0.6599, Acc: 75.0000
04/22 01:45:28 AM: Batch: 101/154, Loss: 0.5381, Acc: 79.6875
04/22 01:45:28 AM: Batch: 111/154, Loss: 0.3219, Acc: 87.5000
04/22 01:45:28 AM: Batch: 121/154, Loss: 0.4794, Acc: 84.3750
04/22 01:45:29 AM: Batch: 131/154, Loss: 0.4528, Acc: 85.9375
04/22 01:45:29 AM: Batch: 141/154, Loss: 0.4513, Acc: 75.0000
04/22 01:45:29 AM: Batch: 151/154, Loss: 0.7297, Acc: 76.5625
04/22 01:45:29 AM: Epoch: 6/25, Val Loss: 0.5221, Val Acc: 79.5570
04/22 01:45:29 AM: Best model found with val acc.: 79.5570
 24%|██▍       | 6/25 [12:11<38:36, 121.90s/it]04/22 01:45:29 AM: Epoch: 7/25
Adjusting learning rate of group 0 to 9.4148e-02.
04/22 01:45:36 AM: Epoch: 7/25, Batch: 501/8584, Train Loss: 0.3360
04/22 01:45:43 AM: Epoch: 7/25, Batch: 1001/8584, Train Loss: 0.3668
04/22 01:45:50 AM: Epoch: 7/25, Batch: 1501/8584, Train Loss: 0.3188
04/22 01:45:57 AM: Epoch: 7/25, Batch: 2001/8584, Train Loss: 0.4162
04/22 01:46:04 AM: Epoch: 7/25, Batch: 2501/8584, Train Loss: 0.2959
04/22 01:46:11 AM: Epoch: 7/25, Batch: 3001/8584, Train Loss: 0.3280
04/22 01:46:18 AM: Epoch: 7/25, Batch: 3501/8584, Train Loss: 0.5594
04/22 01:46:25 AM: Epoch: 7/25, Batch: 4001/8584, Train Loss: 0.4775
04/22 01:46:32 AM: Epoch: 7/25, Batch: 4501/8584, Train Loss: 0.5723
04/22 01:46:39 AM: Epoch: 7/25, Batch: 5001/8584, Train Loss: 0.3349
04/22 01:46:46 AM: Epoch: 7/25, Batch: 5501/8584, Train Loss: 0.2796
04/22 01:46:53 AM: Epoch: 7/25, Batch: 6001/8584, Train Loss: 0.3427
04/22 01:47:00 AM: Epoch: 7/25, Batch: 6501/8584, Train Loss: 0.4524
04/22 01:47:07 AM: Epoch: 7/25, Batch: 7001/8584, Train Loss: 0.3921
04/22 01:47:14 AM: Epoch: 7/25, Batch: 7501/8584, Train Loss: 0.3893
04/22 01:47:21 AM: Epoch: 7/25, Batch: 8001/8584, Train Loss: 0.5013
04/22 01:47:28 AM: Epoch: 7/25, Batch: 8501/8584, Train Loss: 0.3866
04/22 01:47:29 AM: Epoch: 7/25, Train Loss: 0.4331
04/22 01:47:30 AM: Batch: 1/154, Loss: 0.5080, Acc: 81.2500
04/22 01:47:30 AM: Batch: 11/154, Loss: 0.5361, Acc: 75.0000
04/22 01:47:30 AM: Batch: 21/154, Loss: 0.6226, Acc: 73.4375
04/22 01:47:30 AM: Batch: 31/154, Loss: 0.4291, Acc: 82.8125
04/22 01:47:30 AM: Batch: 41/154, Loss: 0.5402, Acc: 82.8125
04/22 01:47:30 AM: Batch: 51/154, Loss: 0.4872, Acc: 76.5625
04/22 01:47:30 AM: Batch: 61/154, Loss: 0.5929, Acc: 76.5625
04/22 01:47:30 AM: Batch: 71/154, Loss: 0.7884, Acc: 68.7500
04/22 01:47:30 AM: Batch: 81/154, Loss: 0.5454, Acc: 75.0000
04/22 01:47:30 AM: Batch: 91/154, Loss: 0.6936, Acc: 73.4375
04/22 01:47:30 AM: Batch: 101/154, Loss: 0.5643, Acc: 78.1250
04/22 01:47:30 AM: Batch: 111/154, Loss: 0.3083, Acc: 87.5000
04/22 01:47:30 AM: Batch: 121/154, Loss: 0.4702, Acc: 82.8125
04/22 01:47:30 AM: Batch: 131/154, Loss: 0.4623, Acc: 84.3750
04/22 01:47:30 AM: Batch: 141/154, Loss: 0.4460, Acc: 76.5625
04/22 01:47:31 AM: Batch: 151/154, Loss: 0.7134, Acc: 78.1250
04/22 01:47:31 AM: Epoch: 7/25, Val Loss: 0.5323, Val Acc: 79.7196
04/22 01:47:31 AM: Best model found with val acc.: 79.7196
 28%|██▊       | 7/25 [14:13<36:33, 121.89s/it]04/22 01:47:31 AM: Epoch: 8/25
Adjusting learning rate of group 0 to 9.3207e-02.
04/22 01:47:38 AM: Epoch: 8/25, Batch: 501/8584, Train Loss: 0.2746
04/22 01:47:45 AM: Epoch: 8/25, Batch: 1001/8584, Train Loss: 0.3322
04/22 01:47:52 AM: Epoch: 8/25, Batch: 1501/8584, Train Loss: 0.2906
04/22 01:47:59 AM: Epoch: 8/25, Batch: 2001/8584, Train Loss: 0.3786
04/22 01:48:06 AM: Epoch: 8/25, Batch: 2501/8584, Train Loss: 0.2801
04/22 01:48:13 AM: Epoch: 8/25, Batch: 3001/8584, Train Loss: 0.2882
04/22 01:48:20 AM: Epoch: 8/25, Batch: 3501/8584, Train Loss: 0.5318
04/22 01:48:27 AM: Epoch: 8/25, Batch: 4001/8584, Train Loss: 0.4258
04/22 01:48:34 AM: Epoch: 8/25, Batch: 4501/8584, Train Loss: 0.5156
04/22 01:48:41 AM: Epoch: 8/25, Batch: 5001/8584, Train Loss: 0.3098
04/22 01:48:48 AM: Epoch: 8/25, Batch: 5501/8584, Train Loss: 0.2508
04/22 01:48:55 AM: Epoch: 8/25, Batch: 6001/8584, Train Loss: 0.3202
04/22 01:49:02 AM: Epoch: 8/25, Batch: 6501/8584, Train Loss: 0.3796
04/22 01:49:09 AM: Epoch: 8/25, Batch: 7001/8584, Train Loss: 0.3330
04/22 01:49:16 AM: Epoch: 8/25, Batch: 7501/8584, Train Loss: 0.3857
04/22 01:49:23 AM: Epoch: 8/25, Batch: 8001/8584, Train Loss: 0.4899
04/22 01:49:30 AM: Epoch: 8/25, Batch: 8501/8584, Train Loss: 0.3458
04/22 01:49:31 AM: Epoch: 8/25, Train Loss: 0.4033
04/22 01:49:31 AM: Batch: 1/154, Loss: 0.5356, Acc: 82.8125
04/22 01:49:32 AM: Batch: 11/154, Loss: 0.5483, Acc: 73.4375
04/22 01:49:32 AM: Batch: 21/154, Loss: 0.6750, Acc: 76.5625
04/22 01:49:32 AM: Batch: 31/154, Loss: 0.4066, Acc: 81.2500
04/22 01:49:32 AM: Batch: 41/154, Loss: 0.5424, Acc: 81.2500
04/22 01:49:32 AM: Batch: 51/154, Loss: 0.5303, Acc: 75.0000
04/22 01:49:32 AM: Batch: 61/154, Loss: 0.6158, Acc: 73.4375
04/22 01:49:32 AM: Batch: 71/154, Loss: 0.7762, Acc: 65.6250
04/22 01:49:32 AM: Batch: 81/154, Loss: 0.5516, Acc: 75.0000
04/22 01:49:32 AM: Batch: 91/154, Loss: 0.7582, Acc: 70.3125
04/22 01:49:32 AM: Batch: 101/154, Loss: 0.5511, Acc: 78.1250
04/22 01:49:32 AM: Batch: 111/154, Loss: 0.2893, Acc: 90.6250
04/22 01:49:32 AM: Batch: 121/154, Loss: 0.4948, Acc: 84.3750
04/22 01:49:32 AM: Batch: 131/154, Loss: 0.4891, Acc: 84.3750
04/22 01:49:32 AM: Batch: 141/154, Loss: 0.4625, Acc: 75.0000
04/22 01:49:32 AM: Batch: 151/154, Loss: 0.7077, Acc: 73.4375
04/22 01:49:33 AM: Epoch: 8/25, Val Loss: 0.5444, Val Acc: 79.6586
04/22 01:49:33 AM: Learning rate decreased to: 0.0185
 32%|███▏      | 8/25 [16:15<34:31, 121.86s/it]04/22 01:49:33 AM: Epoch: 9/25
Adjusting learning rate of group 0 to 9.2274e-02.
04/22 01:49:40 AM: Epoch: 9/25, Batch: 501/8584, Train Loss: 0.2490
04/22 01:49:47 AM: Epoch: 9/25, Batch: 1001/8584, Train Loss: 0.3148
04/22 01:49:54 AM: Epoch: 9/25, Batch: 1501/8584, Train Loss: 0.2919
04/22 01:50:01 AM: Epoch: 9/25, Batch: 2001/8584, Train Loss: 0.3596
04/22 01:50:08 AM: Epoch: 9/25, Batch: 2501/8584, Train Loss: 0.2918
04/22 01:50:15 AM: Epoch: 9/25, Batch: 3001/8584, Train Loss: 0.2631
